id_client;flag_credit;age;sexe;situation_familiale;statut_logement;revenu;flag_tel;flag_email;nb_credits_total;mt_credits_total;nb_credits_actuel;mt_credits_actuel;mt_echeances_actuel;duree_remboursement_actuel;mt_premier_credit;anc_premier_credit;canal_premier_credit;mt_dernier_credit;anc_dernier_credit;canal_dernier_credit
ID_000583022699;0;38;M;Célibataire;;;1;0;1;867;1;168;27.87;0;866.53;1344;Partenaire;866.53;1344;Partenaire
ID_000600712128;0;34;F;Divorcé;Locataire;1280.00;1;0;2;9670;1;1732;320.44;0;4336.34;2390;Partenaire;5333.33;949;Agence
ID_000601464749;1;54;F;Célibataire;Locataire;1533.33;1;0;4;6789;1;2714;2538.38;5;533.33;4835;Partenaire;2666.67;276;Agence
ID_000604150955;1;56;M;Marié;Propriétaire;2000.00;1;0;5;9705;2;5304;130.15;5;1092.67;4269;Partenaire;1733.33;158;Partenaire
ID_000612247892;0;52;F;Célibataire;;;1;0;5;9733;1;2697;424.40;1;1333.33;1796;Partenaire;5333.33;665;Agence
ID_000612562324;0;42;M;Marié;Locataire;1333.33;1;0;9;10893;5;5305;171.87;4;2226.00;2189;Partenaire;1333.33;749;Agence
ID_000615512267;0;55;M;Célibataire;;;1;0;10;12787;2;2731;1230.52;6;933.33;5540;Partenaire;1333.33;69;Mailing
ID_000619211547;0;43;F;Célibataire;Locataire;1866.67;0;0;1;267;1;212;54.00;0;266.67;136;Partenaire;266.67;136;Partenaire
ID_000619961668;1;40;F;Célibataire;;;1;0;16;21733;3;4907;680.26;4;533.33;5715;Partenaire;3066.67;426;Mailing
ID_000620121498;0;23;F;Marié;Locataire;1133.33;1;0;2;2206;1;1663;18.27;1;666.67;1060;Partenaire;1539.60;205;Partenaire
ID_000626278353;1;39;F;Célibataire;;;1;0;17;18533;4;5175;200.13;3;666.67;5085;Partenaire;1333.33;287;Mailing
ID_000626493864;1;51;M;Divorcé;Locataire;1133.33;1;0;1;667;1;553;38.53;1;666.67;281;Agence;666.67;281;Agence
ID_000626521336;1;53;M;Célibataire;;;1;0;7;13192;3;5920;241.64;5;2000.00;2644;Partenaire;3333.33;112;Mailing
ID_000628188777;1;54;F;Célibataire;;;1;0;2;6667;1;4570;143.47;4;5333.33;851;Agence;1333.33;467;Mailing
ID_000628413123;0;40;M;Célibataire;;;1;0;6;13477;2;5504;266.69;4;2410.67;3441;Partenaire;1066.67;104;Mailing
ID_000658261855;0;25;M;Union libre;Locataire;1866.67;1;0;1;775;1;711;32.00;2;775.33;322;Partenaire;775.33;322;Partenaire
ID_000658350386;0;48;M;Célibataire;;;1;0;6;5808;3;3162;138.36;3;474.67;1612;Partenaire;1333.33;103;Mailing
ID_000665332390;0;59;F;Divorcé;Locataire;1306.67;1;0;1;3333;1;3047;80.00;5;3333.33;1054;Agence;3333.33;1054;Agence
ID_000669602310;0;55;M;Célibataire;;;1;0;7;4400;2;1542;133.37;0;533.33;3638;Partenaire;1333.33;290;Mailing
ID_000669846948;1;48;F;Célibataire;;;1;0;8;12418;2;2739;107.51;5;294.71;;Partenaire;1333.33;74;Mailing
ID_000676751560;0;36;M;Marié;Locataire;4000.00;1;0;1;667;1;749;36.80;0;666.67;179;Partenaire;666.67;179;Partenaire
ID_000677787447;1;42;F;Célibataire;;;1;0;5;6800;2;2516;115.70;4;1333.33;6474;Partenaire;1333.33;108;Mailing
ID_000680798215;0;51;M;Marié;;;1;0;4;10400;1;2845;113.04;4;933.33;4017;Partenaire;3333.33;822;Agence
ID_000681139930;0;47;M;Célibataire;Propriétaire;1756.27;1;0;1;2667;1;2472;86.27;3;2666.67;420;Partenaire;2666.67;420;Partenaire
ID_000683969583;1;46;F;Célibataire;;;1;0;6;10000;2;5106;274.00;4;533.33;2342;Partenaire;1333.33;458;Mailing
ID_000691352544;0;46;M;Marié;;;1;0;9;28267;3;5724;385.47;3;800.00;6905;Partenaire;1333.33;87;Mailing
ID_000695992525;1;48;M;Célibataire;;;1;0;5;24203;2;3429;754.40;0;15402.93;2372;Partenaire;1333.33;290;Mailing
ID_000698490003;0;46;M;Célibataire;;;1;0;2;5333;1;2722;132.33;3;2000.00;2322;Partenaire;3333.33;1027;Mailing
ID_000700461964;0;44;F;Marié;Propriétaire;1466.67;1;0;2;6667;1;5430;238.80;3;1333.33;713;Partenaire;5333.33;518;Agence
ID_000703791955;0;43;M;Célibataire;;;1;0;2;2080;1;66;18.00;0;1546.67;3887;Partenaire;533.20;1406;Partenaire
ID_000705481167;0;44;F;Célibataire;Propriétaire;1946.67;1;0;9;19543;2;5174;135.30;5;2236.53;;Partenaire;2000.00;49;Agence
ID_000717504158;0;55;M;Marié;;;1;0;5;9200;1;1496;51.73;3;2000.00;6989;Partenaire;1866.67;846;Mailing
ID_000717719508;0;20;M;Célibataire;;;1;0;1;763;1;191;37.20;0;762.67;641;Partenaire;762.67;641;Partenaire
ID_000721579368;1;51;M;Célibataire;;;1;0;8;11733;3;5717;204.13;5;400.00;5948;Partenaire;1333.33;285;Mailing
ID_000724702811;0;32;M;Célibataire;Locataire;1640.00;1;0;2;1867;1;1119;101.65;3;666.67;1338;Partenaire;1200.00;372;Partenaire
ID_000724998628;0;46;M;Célibataire;;;1;0;1;2667;1;1834;86.00;2;2666.67;656;Partenaire;2666.67;656;Partenaire
ID_000729634447;0;53;M;Célibataire;Propriétaire;1400.00;1;0;1;2933;1;2733;81.73;4;2933.33;493;Partenaire;2933.33;493;Partenaire
ID_000732239868;0;46;F;Célibataire;Locataire;1306.67;1;0;6;8533;4;4702;542.00;5;800.00;1165;Partenaire;1333.33;159;Mailing
ID_000743715224;0;42;M;Célibataire;;;1;0;5;11120;1;2593;149.73;1;2080.00;;Partenaire;5333.33;1307;Agence
ID_000744529081;0;48;F;Célibataire;;;1;0;2;6000;2;3164;149.47;3;2666.67;1938;Partenaire;3333.33;973;Mailing
ID_000751516317;0;52;F;Divorcé;;1632.00;1;0;6;7333;1;723;3436.63;1;800.00;1384;Partenaire;800.00;221;Agence
ID_000755026752;1;23;M;Union libre;Locataire;1333.33;1;0;2;2667;1;1861;574.65;4;800.00;661;Partenaire;1866.67;301;Partenaire
ID_000758074639;0;40;M;Marié;;;1;0;5;11800;1;3122;282.48;2;1466.67;4735;Partenaire;4000.00;453;Mailing
ID_000758848638;0;58;F;Célibataire;;;1;0;2;8000;1;1527;117.13;1;5333.33;2292;Partenaire;2666.67;1148;Mailing
ID_000760473566;0;43;F;Célibataire;;;1;0;3;7600;1;625;290.13;0;666.67;4248;Partenaire;5333.33;733;Partenaire
ID_000770688106;0;53;M;Marié;;;1;0;1;1025;1;660;28.53;2;1025.07;1035;Partenaire;1025.07;1035;Partenaire
ID_000772300241;1;38;F;Célibataire;;;1;0;4;2533;1;45;75.59;0;400.00;2452;Partenaire;666.67;801;Mailing
ID_000780847876;0;55;F;Marié;Locataire;1102.00;1;0;5;5467;1;1070;466.04;1;533.33;6034;Partenaire;1200.00;205;Partenaire
ID_000780860560;0;57;F;Célibataire;Locataire;1533.33;1;0;8;6800;1;1296;74.61;5;400.00;5259;Partenaire;1333.33;487;Partenaire
ID_000788948763;1;39;F;Célibataire;;;1;0;1;1333;1;1292;34.80;4;1333.33;726;Partenaire;1333.33;726;Partenaire
ID_000791285378;1;49;F;Célibataire;;;1;0;2;3853;1;82;66.67;0;2000.00;4315;Partenaire;1853.33;1249;Agence
ID_000792052298;1;55;M;Célibataire;;;1;0;7;11267;2;4048;237.87;4;1333.33;2013;Partenaire;466.67;90;Mailing
ID_000794386782;0;55;F;Divorcé;;1266.67;1;0;7;11600;1;5274;2626.00;2;666.67;2929;Partenaire;4666.67;175;Partenaire
ID_000799631680;0;46;F;Divorcé;Locataire;1600.00;1;0;3;4800;1;2705;312.65;0;1066.67;783;Partenaire;1066.67;10;Partenaire
ID_000801914869;1;57;M;Célibataire;Locataire;1333.33;1;0;4;4333;1;1728;1079.96;3;666.67;835;Partenaire;1600.00;35;Agence
ID_000810715310;0;49;F;Célibataire;;;1;0;1;3333;1;996;167.73;0;3333.33;619;Agence;3333.33;619;Agence
ID_000812656975;0;41;M;Célibataire;;;1;0;1;2667;1;1971;66.53;3;2666.67;1096;Partenaire;2666.67;1096;Partenaire
ID_000816897755;0;49;M;Union libre;Propriétaire;2000.00;1;0;5;22000;1;5387;3520.40;1;3333.33;4210;Partenaire;6666.67;454;Partenaire
ID_000816907386;0;36;M;Marié;Propriétaire;2666.67;1;0;1;3333;1;2047;167.47;1;3333.20;395;Partenaire;3333.20;395;Partenaire
ID_000817113092;0;52;M;Célibataire;;;1;0;9;13195;1;1762;163.26;3;1728.00;;Partenaire;2000.00;657;Partenaire
ID_000818951091;1;53;M;Célibataire;Locataire;1226.67;1;0;7;7733;4;4392;250.82;0;933.33;1880;Partenaire;2133.33;171;Partenaire
ID_000819277963;0;40;F;Célibataire;;;1;0;3;7200;1;2124;137.96;1;2533.33;2699;Partenaire;3333.33;621;Mailing
ID_000819939417;0;44;M;Divorcé;Locataire;1466.67;1;0;7;11467;2;2207;2830.88;4;1066.67;3129;Partenaire;1333.20;224;Partenaire
ID_000821290448;1;38;F;Célibataire;Propriétaire;2306.67;1;0;8;10133;1;2681;69.20;4;666.67;7340;Partenaire;2666.67;314;Agence
ID_000823122590;1;50;M;Célibataire;Locataire;1600.00;1;0;1;1706;1;1763;85.60;1;1706.00;126;Partenaire;1706.00;126;Partenaire
ID_000824314779;0;41;F;Marié;Locataire;2160.00;1;0;8;8267;2;1610;132.07;3;666.67;2525;Partenaire;2666.67;4;Agence
ID_000825504561;0;36;M;Célibataire;;;1;0;3;10000;1;509;256.07;0;2666.67;1558;Partenaire;4000.00;741;Partenaire
ID_000831673774;0;34;F;Union libre;Locataire;866.67;1;0;1;2400;1;2244;66.67;4;2400.00;496;Partenaire;2400.00;496;Partenaire
ID_000834357311;0;56;M;Marié;Locataire;2133.33;1;0;9;11867;2;853;57.47;2;800.00;6170;Partenaire;533.33;217;Partenaire
ID_000834854007;1;52;M;Célibataire;;;0;1;1;5333;1;5924;0.00;5;5333.33;104;Agence;5333.33;104;Agence
ID_000838361376;0;39;F;Célibataire;Locataire;2133.33;1;0;1;800;1;621;42.13;1;799.87;450;Partenaire;799.87;450;Partenaire
ID_000839230083;0;23;M;Célibataire;;1733.33;1;0;1;1893;1;913;188.80;0;1892.93;278;Partenaire;1892.93;278;Partenaire
ID_000845889518;0;46;M;Célibataire;;;1;0;2;2111;1;564;24.67;2;1333.33;2811;Partenaire;778.13;657;Agence
ID_000854682701;1;59;F;Célibataire;;;1;0;9;13200;3;5616;207.20;5;266.67;6786;Partenaire;1333.33;105;Mailing
ID_000856755711;1;49;F;;Locataire;1533.33;1;0;5;9267;2;3961;2280.06;5;1333.33;1747;Partenaire;800.00;339;Agence
ID_000861046222;0;35;F;Union libre;Locataire;1426.67;1;0;7;11333;1;2974;114.00;4;800.00;2100;Partenaire;1733.33;5;Agence
ID_000863592614;0;48;F;Célibataire;;;1;0;2;2800;1;248;55.33;0;800.00;5666;Partenaire;2000.00;2048;Partenaire
ID_000863740853;0;40;F;Célibataire;;;1;0;5;4533;2;2365;97.16;2;399.87;4944;Partenaire;1333.33;290;Mailing
ID_000873443169;0;48;M;Marié;Propriétaire;1600.00;1;0;4;2787;1;599;102.33;0;666.67;5560;Partenaire;1133.33;462;Partenaire
ID_000874690178;1;58;M;Marié;Propriétaire;2400.00;1;0;13;17333;3;6018;319.47;5;933.33;5073;Partenaire;2666.67;55;Partenaire
ID_000875987462;1;54;F;Célibataire;;;1;0;5;11867;2;3901;229.18;4;2666.67;3567;Agence;3333.33;105;Mailing
ID_000879068561;0;28;F;Union libre;Propriétaire;1733.33;1;0;1;1333;1;292;53.20;0;1333.33;1029;Partenaire;1333.33;1029;Partenaire
ID_000883126823;0;42;M;Marié;Locataire;1400.00;1;0;2;6267;1;4298;240.92;3;933.20;993;Partenaire;5333.33;467;Mailing
ID_000885098098;0;55;M;Célibataire;;;1;0;1;1663;1;694;94.40;0;1662.80;534;Partenaire;1662.80;534;Partenaire
ID_000885495970;0;45;F;Divorcé;Locataire;1640.00;1;0;17;17840;1;1447;106.06;2;400.00;7321;Partenaire;2533.33;1879;Mailing
ID_000897752778;0;46;F;Célibataire;;;1;0;3;12533;2;5153;402.86;2;5333.33;1988;Partenaire;3333.33;476;Mailing
ID_000903396339;0;48;M;Célibataire;;;1;0;4;7333;1;1129;50.00;2;1333.33;7047;Partenaire;2000.00;1477;Agence
ID_000905317937;0;54;M;Célibataire;;;1;0;6;6000;4;3853;156.14;5;666.67;2499;Partenaire;1333.33;104;Mailing
ID_000905831255;0;49;M;Célibataire;;;1;0;5;8400;1;1587;90.80;1;1333.33;3240;Partenaire;3466.67;1572;Mailing
ID_000915491967;1;58;M;Célibataire;;;1;0;5;21333;3;6540;265.91;3;2666.67;3703;Partenaire;3333.33;89;Mailing
ID_000916075177;0;45;F;Célibataire;Locataire;1758.27;0;1;1;4000;1;4322;106.67;5;4000.00;185;Agence;4000.00;185;Agence
ID_000918712453;0;50;M;Célibataire;;;1;0;3;7867;1;1738;133.33;1;1866.67;3773;Partenaire;3333.33;750;Partenaire
ID_000921678219;0;42;M;Union libre;Propriétaire;2266.67;1;0;1;826;1;756;35.87;2;826.40;583;Partenaire;826.40;583;Partenaire
ID_000923104272;0;46;M;Marié;Propriétaire;2253.33;1;0;2;3252;1;2514;26.61;2;1002.67;763;Partenaire;2249.60;108;Partenaire
ID_000923719315;0;53;M;Célibataire;;;1;0;11;18800;1;1083;159.91;2;400.00;4353;Partenaire;1333.33;661;Mailing
ID_000926159140;0;36;F;Célibataire;;;1;0;3;6000;3;3731;194.67;3;1333.33;1311;Partenaire;3333.33;445;Mailing
ID_000927087159;0;50;M;Marié;Propriétaire;4933.33;1;0;1;2666;1;1159;248.80;0;2666.40;429;Partenaire;2666.40;429;Partenaire
ID_000933458205;1;50;M;Célibataire;Locataire;1129.47;1;0;7;18525;1;6234;4639.01;6;525.33;3118;Partenaire;6000.00;103;Mailing
ID_000936034518;1;52;M;Célibataire;Locataire;1640.00;1;0;2;5333;2;4840;148.93;5;2000.00;664;Partenaire;3333.33;350;Partenaire
ID_000936312957;0;29;M;Marié;Propriétaire;1133.33;0;0;1;800;1;466;25.73;3;800.00;130;Partenaire;800.00;130;Partenaire
ID_000939918192;1;47;F;Célibataire;Locataire;2266.67;1;0;6;9067;4;4605;1496.61;5;1333.33;5270;Partenaire;1733.33;467;Agence
ID_000941046010;0;47;M;Célibataire;;;1;0;9;28667;1;3452;136.67;2;2000.00;6284;Partenaire;4800.00;1000;Agence
ID_000942345229;1;47;M;Célibataire;;;1;0;16;29333;3;4165;204.94;3;533.33;6404;Partenaire;1333.33;88;Mailing
ID_000950633013;0;58;F;Célibataire;;;1;0;2;2933;1;732;38.00;1;1600.00;7301;Partenaire;1333.33;2205;Partenaire
ID_000951665069;0;52;F;Célibataire;;;0;0;8;19067;2;2976;2904.88;2;533.33;5829;Partenaire;1333.33;433;Mailing
ID_000952424864;0;49;F;Divorcé;Locataire;1120.00;1;0;4;6000;2;1841;139.73;0;2000.00;2447;Partenaire;1333.33;3;Partenaire
ID_000961388414;1;47;M;Marié;Locataire;1146.67;1;0;3;8400;2;3181;5349.85;1;5333.33;588;Partenaire;2666.67;82;Partenaire
ID_000967732014;0;30;M;Célibataire;Locataire;1333.33;1;0;4;9365;1;4336;1881.87;4;1152.00;;Partenaire;4000.00;48;Agence
ID_000973451983;1;40;F;Célibataire;;;1;0;8;15569;3;6015;1578.44;3;2160.00;2764;Partenaire;1333.33;105;Mailing
ID_000974231692;1;46;F;Célibataire;;;1;0;10;32809;1;1614;641.34;1;1600.00;4105;Partenaire;3466.67;837;Mailing
ID_000979462343;0;32;M;Célibataire;Propriétaire;2133.33;1;0;5;3733;1;656;171.00;0;533.33;1357;Partenaire;800.00;311;Partenaire
ID_000980114737;0;40;M;Marié;Propriétaire;2266.67;1;0;9;6382;1;760;10.65;3;266.67;4713;Partenaire;666.67;103;Partenaire
ID_000984193370;0;33;F;Divorcé;Locataire;1333.33;1;0;1;3333;1;2901;124.13;2;3333.33;423;Partenaire;3333.33;423;Partenaire
ID_000985845189;0;50;M;Marié;Locataire;1200.00;1;0;2;3493;1;1325;203.12;1;1892.93;1046;Partenaire;1600.00;433;Partenaire
ID_000986143920;0;55;F;Marié;Propriétaire;1733.33;1;0;1;1333;1;1427;73.87;1;1333.33;123;Partenaire;1333.33;123;Partenaire
ID_000986897806;0;56;F;Célibataire;;;1;0;3;5387;1;1027;221.59;1;2453.33;;Partenaire;2000.00;805;Mailing
ID_000989399788;0;40;M;Célibataire;;;1;0;3;4872;1;2003;86.93;2;71.72;;Partenaire;3333.33;1480;Partenaire
ID_000993842380;0;39;M;Célibataire;Locataire;2266.67;1;1;1;933;1;1018;0.00;1;933.20;60;Partenaire;933.20;60;Partenaire
ID_001000479297;0;25;M;Union libre;Locataire;1426.67;1;0;3;2067;2;442;154.62;0;666.67;2411;Partenaire;466.67;302;Partenaire
ID_001001656778;0;37;M;Célibataire;Locataire;2000.00;1;0;3;3467;1;920;1032.87;0;800.00;1390;Partenaire;1333.33;333;Partenaire
ID_001006714457;0;39;F;;;;1;0;3;1963;0;0;0.00;;1429.33;;Partenaire;266.67;5344;Partenaire
ID_001008347834;0;54;M;Marié;Locataire;2133.33;1;0;5;2267;1;462;28.80;0;533.33;5579;Partenaire;533.33;362;Partenaire
ID_001038450304;0;52;M;;;;1;0;1;1200;0;0;0.00;;1199.87;967;Partenaire;1199.87;967;Partenaire
ID_001047857908;1;53;M;Célibataire;Locataire;1200.00;1;0;8;6733;2;2488;241.87;2;533.33;3775;Partenaire;1333.33;94;Mailing
ID_001048633314;1;50;F;Célibataire;Locataire;2066.67;1;0;7;7596;2;1654;2510.76;1;266.67;7194;Partenaire;1333.33;75;Partenaire
ID_001055379661;1;34;F;Célibataire;Locataire;2053.33;1;0;1;400;1;413;26.67;0;400.00;242;Partenaire;400.00;242;Partenaire
ID_001063216538;1;44;M;Célibataire;;;1;0;2;4600;1;1187;131.33;0;600.00;3289;Partenaire;4000.00;1230;Partenaire
ID_001064110090;0;49;M;Marié;Propriétaire;2533.33;1;0;5;6107;1;571;1796.75;0;1440.00;;Partenaire;533.33;105;Partenaire
ID_001064599037;0;49;F;Marié;;;1;0;5;9600;1;2694;118.29;2;1066.67;4280;Partenaire;4000.00;1823;Mailing
ID_001068391613;0;47;F;Célibataire;;;1;0;8;13907;1;1138;118.08;1;306.67;4512;Partenaire;2000.00;1014;Mailing
ID_001071325256;0;42;M;Marié;Propriétaire;1800.00;1;0;1;4000;1;1507;100.93;1;4000.00;1691;Agence;4000.00;1691;Agence
ID_001074705587;0;59;M;Marié;;;1;0;5;12928;1;1907;4427.07;3;3755.20;2869;Partenaire;1333.33;3;Mailing
ID_001075423713;0;48;M;Célibataire;;;1;0;12;15333;1;990;259.26;0;2080.00;;Partenaire;3413.33;952;Agence
ID_001076303484;1;43;F;Marié;;;1;0;4;4933;0;0;0.00;0;933.33;3678;Partenaire;2666.67;1418;Partenaire
ID_001080360468;0;52;M;Divorcé;Locataire;1360.00;1;0;2;3926;1;3509;28.25;;592.53;1412;Partenaire;3333.33;48;Partenaire
ID_001084819232;1;59;F;Célibataire;;;1;0;8;15160;3;5544;260.80;3;2000.00;3779;Partenaire;1333.33;55;Mailing
ID_001086414552;0;26;M;Célibataire;Locataire;17600.00;0;1;1;1293;1;1101;131.61;0;1293.33;187;Partenaire;1293.33;187;Partenaire
ID_001091921524;0;54;M;Marié;Locataire;1040.00;1;0;8;7867;2;1310;136.23;4;666.67;1605;Partenaire;666.67;21;Agence
ID_001092863523;0;44;M;Union libre;Propriétaire;3200.00;1;0;2;4333;1;2603;78.05;5;1666.67;1127;Partenaire;2666.67;583;Partenaire
ID_001094234054;0;27;F;;;;1;0;2;2040;1;83;103.25;0;774.27;1510;Partenaire;1266.00;786;Partenaire
ID_001103636019;1;43;M;Célibataire;Locataire;1133.33;1;0;1;667;1;444;36.80;1;666.67;403;Partenaire;666.67;403;Partenaire
ID_001108252879;0;42;F;Union libre;Propriétaire;2066.67;1;0;5;3200;1;449;66.67;0;533.33;6781;Partenaire;666.67;237;Partenaire
ID_001110050581;0;46;F;Marié;Propriétaire;2036.40;1;0;5;14667;1;6211;403.87;4;2666.67;2131;Partenaire;6666.67;516;Agence
ID_001113333143;0;56;M;Célibataire;;;1;0;1;511;1;380;14.00;3;511.20;657;Agence;511.20;657;Agence
ID_001114818048;0;40;M;Célibataire;Locataire;2266.67;1;0;7;9147;3;1977;153.51;2;2199.87;;Partenaire;400.00;90;Partenaire
ID_001115797478;0;49;M;Marié;Propriétaire;4866.67;1;0;13;31307;1;5389;5277.33;5;2666.67;7221;Partenaire;5333.33;336;Agence
ID_001120831189;0;58;M;Marié;Propriétaire;1200.00;1;0;3;7067;2;2916;180.80;1;800.00;6185;Partenaire;933.33;851;Mailing
ID_001121613619;1;22;F;Célibataire;Locataire;693.33;1;0;1;1200;1;1040;49.07;2;1200.00;384;Partenaire;1200.00;384;Partenaire
ID_001125379591;1;54;M;Célibataire;Locataire;1200.00;1;0;6;5960;5;4353;162.24;5;359.73;1809;Partenaire;666.67;362;Agence
ID_001128254068;0;41;M;Célibataire;Propriétaire;2200.00;1;0;2;3067;1;20;205.07;0;1200.00;6312;Partenaire;1866.67;623;Partenaire
ID_001131025096;0;36;M;Marié;Locataire;1333.33;1;0;2;3067;1;445;2020.61;0;2666.67;1559;Partenaire;400.00;129;Partenaire
ID_001131207427;1;36;F;Union libre;Locataire;1181.60;1;0;2;1933;1;666;1348.56;1;1333.33;2860;Partenaire;599.73;151;Partenaire
ID_001137109535;0;47;F;Marié;;;1;0;1;533;1;371;20.93;1;533.33;682;Partenaire;533.33;682;Partenaire
ID_001138276398;0;52;M;Marié;Propriétaire;2000.00;1;0;9;11685;1;5530;294.93;5;573.33;3988;Partenaire;5333.33;255;Agence
ID_001140161977;1;47;F;Marié;Locataire;1666.67;1;0;9;11333;2;4607;2125.01;5;933.33;3997;Partenaire;2000.00;159;Mailing
ID_001141428836;0;24;M;Célibataire;Locataire;1866.67;1;0;5;3640;2;2114;68.87;2;800.00;1965;Partenaire;1333.33;219;Partenaire
ID_001144199913;0;34;M;Célibataire;;;1;0;6;12206;1;510;73.73;0;605.69;;Partenaire;1866.67;947;Partenaire
ID_001147147727;0;51;F;Marié;Propriétaire;1866.67;1;0;2;2067;1;911;32.53;3;1066.67;6958;Partenaire;1000.40;452;Partenaire
ID_001164639698;1;44;F;Célibataire;;;1;0;9;12933;1;4770;5850.01;4;400.00;5085;Partenaire;4533.33;136;Mailing
ID_001168267080;1;55;F;Célibataire;;;1;0;9;15443;2;1958;391.97;2;1710.00;3968;Partenaire;1333.33;287;Mailing
ID_001168364542;0;57;F;Divorcé;Locataire;1606.67;1;0;1;520;1;236;57.47;0;519.60;277;Partenaire;519.60;277;Partenaire
ID_001175290072;0;49;F;Marié;Locataire;;1;0;3;4667;3;3948;119.47;5;666.67;1501;Partenaire;1333.33;308;Partenaire
ID_001186040588;0;51;F;Célibataire;Locataire;1400.00;1;0;9;9333;2;6096;234.93;5;533.33;5809;Partenaire;666.67;327;Partenaire
ID_001186813760;0;23;M;Célibataire;;1146.67;1;1;1;893;1;832;88.80;0;893.20;137;Partenaire;893.20;137;Partenaire
ID_001187336946;1;56;M;Célibataire;;;1;0;11;16933;4;6472;170.00;3;666.67;6783;Partenaire;3333.33;80;Mailing
ID_001189368786;0;34;F;Célibataire;;;1;0;3;5600;1;3154;24.20;3;1333.33;2172;Partenaire;3066.67;54;Mailing
ID_001190047929;0;42;F;Célibataire;;;1;0;3;3333;1;1095;41.96;3;1333.33;2218;Partenaire;1333.33;1160;Mailing
ID_001191464359;0;56;M;Célibataire;;;1;0;7;26827;3;3619;174.81;5;13333.33;3829;Agence;3333.33;451;Mailing
ID_001196349981;0;51;F;Célibataire;;;1;0;1;667;1;343;26.40;1;666.67;741;Partenaire;666.67;741;Partenaire
ID_001196475667;1;56;M;Célibataire;Locataire;1298.80;1;0;8;14069;1;5492;4453.69;4;935.87;1820;Partenaire;5333.33;167;Agence
ID_001196597573;0;36;M;Marié;Locataire;2933.33;1;0;3;2773;1;1123;0.00;1;400.00;4559;Partenaire;1039.87;291;Partenaire
ID_001200053341;0;39;M;Célibataire;;;1;0;8;10267;2;2454;2719.90;5;2000.00;1467;Partenaire;1333.33;67;Mailing
ID_001211883301;0;27;M;Célibataire;;1066.67;0;0;1;600;1;503;30.00;1;600.00;339;Partenaire;600.00;339;Partenaire
ID_001214894403;0;53;M;Célibataire;;;1;0;2;6691;1;639;104.00;0;2958.15;;Partenaire;3733.33;1832;Agence
ID_001216195659;0;33;F;Célibataire;Locataire;2000.00;1;0;1;1107;1;222;110.67;0;1106.67;375;Partenaire;1106.67;375;Partenaire
ID_001223771701;0;37;F;Célibataire;;;1;0;2;2133;1;653;68.90;2;1333.33;1096;Partenaire;800.00;630;Mailing
ID_001225776981;0;38;M;Marié;Locataire;4666.67;1;0;2;3517;1;2894;0.00;0;837.55;;Partenaire;2679.60;397;Partenaire
ID_001226286100;1;44;F;Célibataire;Locataire;2066.67;1;0;10;7900;3;3667;1848.85;5;400.00;2595;Partenaire;666.67;55;Agence
ID_001226774027;0;29;F;Marié;;;1;0;3;6400;1;3049;161.07;3;1333.33;2330;Partenaire;3733.33;925;Agence
ID_001229610490;0;45;F;Célibataire;;;1;0;3;7333;0;0;0.00;0;3333.33;3771;Partenaire;2000.00;2616;Partenaire
ID_001230840897;0;35;F;Célibataire;Locataire;1983.33;1;0;4;3549;1;388;1735.99;0;749.47;1412;Partenaire;800.00;299;Agence
ID_001231478930;0;42;M;Célibataire;;;1;0;3;4400;1;609;17.07;3;2000.00;5722;Partenaire;666.67;540;Partenaire
ID_001232123462;1;50;M;Célibataire;;;1;0;3;6000;1;1611;591.35;2;1333.33;5855;Partenaire;2666.67;713;Mailing
ID_001233171066;0;44;M;Marié;Propriétaire;1811.60;1;1;1;5333;1;5974;142.67;0;5333.33;158;Partenaire;5333.33;158;Partenaire
ID_001235717849;1;39;F;Union libre;Propriétaire;1600.00;1;0;9;5733;2;839;133.41;1;400.00;4801;Partenaire;266.67;145;Partenaire
ID_001235879839;0;49;M;Marié;Propriétaire;1800.00;1;0;10;10397;2;755;2358.50;3;666.67;3384;Partenaire;533.33;110;Partenaire
ID_001240426817;0;53;F;Célibataire;;;1;0;6;10400;3;4908;1625.48;3;933.33;1537;Partenaire;2000.00;63;Mailing
ID_001240901523;0;23;M;Célibataire;;;1;0;1;753;1;190;24.40;0;752.93;1281;Partenaire;752.93;1281;Partenaire
ID_001241384417;0;41;M;Célibataire;Propriétaire;1866.67;1;0;5;6748;1;2882;96.00;0;403.75;;Partenaire;3085.87;384;Partenaire
ID_001244325464;0;46;F;Célibataire;;;1;0;3;3867;2;2516;71.96;5;1200.00;1383;Partenaire;2000.00;452;Mailing
ID_001246317005;0;44;F;Célibataire;;;1;0;2;1867;1;1418;38.81;2;533.33;483;Partenaire;1333.33;67;Mailing
ID_001247994888;0;59;F;Marié;Propriétaire;1080.00;0;0;1;1333;1;1337;40.00;4;1333.33;295;Agence;1333.33;295;Agence
ID_001250411474;1;31;M;Célibataire;;;1;0;4;11893;2;5901;580.76;4;2426.67;1888;Partenaire;1333.33;277;Mailing
ID_001252618479;0;38;M;Célibataire;;;1;0;1;4933;1;41;142.67;0;4933.33;1822;Partenaire;4933.33;1822;Partenaire
ID_001252811506;0;39;M;Marié;Locataire;1733.33;1;0;6;8098;2;1322;490.20;0;1000.00;2302;Partenaire;533.20;308;Partenaire
